timestamp,trace_id,service,duration_ms,status_code
2026-03-01T10:00:00Z,trc-0000-fro,frontend,58.16,200
2026-03-01T10:00:00Z,trc-0000-api,api_gateway,59.75,200
2026-03-01T10:00:00Z,trc-0000-ord,order_service,34.34,200
2026-03-01T10:00:00Z,trc-0000-inv,inventory_service,54.26,200
2026-03-01T10:00:00Z,trc-0000-pay,payment_service,30.45,200
2026-03-01T10:00:00Z,trc-0000-dat,database,31.34,200
2026-03-01T10:00:00Z,trc-0000-cac,cache,59.16,200
2026-03-01T10:01:00Z,trc-0001-fro,frontend,38.14,200
2026-03-01T10:01:00Z,trc-0001-api,api_gateway,77.43,200
2026-03-01T10:01:00Z,trc-0001-ord,order_service,27.68,200
2026-03-01T10:01:00Z,trc-0001-inv,inventory_service,66.86,200
2026-03-01T10:01:00Z,trc-0001-pay,payment_service,25.71,200
2026-03-01T10:01:00Z,trc-0001-dat,database,56.08,200
2026-03-01T10:01:00Z,trc-0001-cac,cache,63.79,200
2026-03-01T10:02:00Z,trc-0002-fro,frontend,61.2,200
2026-03-01T10:02:00Z,trc-0002-api,api_gateway,62.98,200
2026-03-01T10:02:00Z,trc-0002-ord,order_service,27.64,200
2026-03-01T10:02:00Z,trc-0002-inv,inventory_service,72.93,200
2026-03-01T10:02:00Z,trc-0002-pay,payment_service,42.57,200
2026-03-01T10:02:00Z,trc-0002-dat,database,65.58,200
2026-03-01T10:02:00Z,trc-0002-cac,cache,40.17,200
2026-03-01T10:03:00Z,trc-0003-fro,frontend,22.57,200
2026-03-01T10:03:00Z,trc-0003-api,api_gateway,74.18,200
2026-03-01T10:03:00Z,trc-0003-ord,order_service,71.13,200
2026-03-01T10:03:00Z,trc-0003-inv,inventory_service,53.26,200
2026-03-01T10:03:00Z,trc-0003-pay,payment_service,29.67,200
2026-03-01T10:03:00Z,trc-0003-dat,database,38.2,200
2026-03-01T10:03:00Z,trc-0003-cac,cache,26.38,200
2026-03-01T10:04:00Z,trc-0004-fro,frontend,56.14,200
2026-03-01T10:04:00Z,trc-0004-api,api_gateway,55.92,200
2026-03-01T10:04:00Z,trc-0004-ord,order_service,72.83,200
2026-03-01T10:04:00Z,trc-0004-inv,inventory_service,55.45,200
2026-03-01T10:04:00Z,trc-0004-pay,payment_service,45.92,200
2026-03-01T10:04:00Z,trc-0004-dat,database,61.09,200
2026-03-01T10:04:00Z,trc-0004-cac,cache,26.68,200
2026-03-01T10:05:00Z,trc-0005-fro,frontend,54.97,200
2026-03-01T10:05:00Z,trc-0005-api,api_gateway,58.16,200
2026-03-01T10:05:00Z,trc-0005-ord,order_service,37.19,200
2026-03-01T10:05:00Z,trc-0005-inv,inventory_service,64.67,200
2026-03-01T10:05:00Z,trc-0005-pay,payment_service,35.81,200
2026-03-01T10:05:00Z,trc-0005-dat,database,75.03,200
2026-03-01T10:05:00Z,trc-0005-cac,cache,72.03,200
2026-03-01T10:06:00Z,trc-0006-fro,frontend,35.43,200
2026-03-01T10:06:00Z,trc-0006-api,api_gateway,55.93,200
2026-03-01T10:06:00Z,trc-0006-ord,order_service,57.79,200
2026-03-01T10:06:00Z,trc-0006-inv,inventory_service,68.37,200
2026-03-01T10:06:00Z,trc-0006-pay,payment_service,58.48,200
2026-03-01T10:06:00Z,trc-0006-dat,database,54.34,200
2026-03-01T10:06:00Z,trc-0006-cac,cache,25.13,200
2026-03-01T10:07:00Z,trc-0007-fro,frontend,59.35,200
2026-03-01T10:07:00Z,trc-0007-api,api_gateway,56.79,200
2026-03-01T10:07:00Z,trc-0007-ord,order_service,60.54,200
2026-03-01T10:07:00Z,trc-0007-inv,inventory_service,63.53,200
2026-03-01T10:07:00Z,trc-0007-pay,payment_service,50.26,200
2026-03-01T10:07:00Z,trc-0007-dat,database,50.2,200
2026-03-01T10:07:00Z,trc-0007-cac,cache,21.13,200
2026-03-01T10:08:00Z,trc-0008-fro,frontend,48.44,200
2026-03-01T10:08:00Z,trc-0008-api,api_gateway,40.38,200
2026-03-01T10:08:00Z,trc-0008-ord,order_service,46.79,200
2026-03-01T10:08:00Z,trc-0008-inv,inventory_service,27.08,200
2026-03-01T10:08:00Z,trc-0008-pay,payment_service,46.77,200
2026-03-01T10:08:00Z,trc-0008-dat,database,29.97,200
2026-03-01T10:08:00Z,trc-0008-cac,cache,23.79,200
2026-03-01T10:09:00Z,trc-0009-fro,frontend,34.68,200
2026-03-01T10:09:00Z,trc-0009-api,api_gateway,42.17,200
2026-03-01T10:09:00Z,trc-0009-ord,order_service,47.91,200
2026-03-01T10:09:00Z,trc-0009-inv,inventory_service,66.57,200
2026-03-01T10:09:00Z,trc-0009-pay,payment_service,36.11,200
2026-03-01T10:09:00Z,trc-0009-dat,database,41.7,200
2026-03-01T10:09:00Z,trc-0009-cac,cache,42.18,200
2026-03-01T10:10:00Z,trc-0010-fro,frontend,30.06,200
2026-03-01T10:10:00Z,trc-0010-api,api_gateway,45.16,200
2026-03-01T10:10:00Z,trc-0010-ord,order_service,32.42,200
2026-03-01T10:10:00Z,trc-0010-inv,inventory_service,27.95,200
2026-03-01T10:10:00Z,trc-0010-pay,payment_service,70.14,200
2026-03-01T10:10:00Z,trc-0010-dat,database,46.14,200
2026-03-01T10:10:00Z,trc-0010-cac,cache,29.31,200
2026-03-01T10:11:00Z,trc-0011-fro,frontend,76.79,200
2026-03-01T10:11:00Z,trc-0011-api,api_gateway,29.52,200
2026-03-01T10:11:00Z,trc-0011-ord,order_service,28.92,200
2026-03-01T10:11:00Z,trc-0011-inv,inventory_service,51.74,200
2026-03-01T10:11:00Z,trc-0011-pay,payment_service,73.72,200
2026-03-01T10:11:00Z,trc-0011-dat,database,43.96,200
2026-03-01T10:11:00Z,trc-0011-cac,cache,63.05,200
2026-03-01T10:12:00Z,trc-0012-fro,frontend,72.8,200
2026-03-01T10:12:00Z,trc-0012-api,api_gateway,66.9,200
2026-03-01T10:12:00Z,trc-0012-ord,order_service,73.17,200
2026-03-01T10:12:00Z,trc-0012-inv,inventory_service,64.65,200
2026-03-01T10:12:00Z,trc-0012-pay,payment_service,66.2,200
2026-03-01T10:12:00Z,trc-0012-dat,database,63.77,200
2026-03-01T10:12:00Z,trc-0012-cac,cache,35.01,200
2026-03-01T10:13:00Z,trc-0013-fro,frontend,54.54,200
2026-03-01T10:13:00Z,trc-0013-api,api_gateway,64.12,200
2026-03-01T10:13:00Z,trc-0013-ord,order_service,55.35,200
2026-03-01T10:13:00Z,trc-0013-inv,inventory_service,43.09,200
2026-03-01T10:13:00Z,trc-0013-pay,payment_service,49.32,200
2026-03-01T10:13:00Z,trc-0013-dat,database,54.41,200
2026-03-01T10:13:00Z,trc-0013-cac,cache,52.96,200
2026-03-01T10:14:00Z,trc-0014-fro,frontend,30.4,200
2026-03-01T10:14:00Z,trc-0014-api,api_gateway,53.79,200
2026-03-01T10:14:00Z,trc-0014-ord,order_service,33.46,200
2026-03-01T10:14:00Z,trc-0014-inv,inventory_service,53.16,200
2026-03-01T10:14:00Z,trc-0014-pay,payment_service,66.45,200
2026-03-01T10:14:00Z,trc-0014-dat,database,34.07,200
2026-03-01T10:14:00Z,trc-0014-cac,cache,45.65,200
2026-03-01T10:15:00Z,trc-0015-fro,frontend,50.06,200
2026-03-01T10:15:00Z,trc-0015-api,api_gateway,36.68,200
2026-03-01T10:15:00Z,trc-0015-ord,order_service,32.78,200
2026-03-01T10:15:00Z,trc-0015-inv,inventory_service,31.8,200
2026-03-01T10:15:00Z,trc-0015-pay,payment_service,39.9,200
2026-03-01T10:15:00Z,trc-0015-dat,database,51.82,200
2026-03-01T10:15:00Z,trc-0015-cac,cache,38.3,200
2026-03-01T10:16:00Z,trc-0016-fro,frontend,44.5,200
2026-03-01T10:16:00Z,trc-0016-api,api_gateway,67.54,200
2026-03-01T10:16:00Z,trc-0016-ord,order_service,50.45,200
2026-03-01T10:16:00Z,trc-0016-inv,inventory_service,51.49,200
2026-03-01T10:16:00Z,trc-0016-pay,payment_service,28.24,200
2026-03-01T10:16:00Z,trc-0016-dat,database,31.27,200
2026-03-01T10:16:00Z,trc-0016-cac,cache,62.13,200
2026-03-01T10:17:00Z,trc-0017-fro,frontend,68.84,200
2026-03-01T10:17:00Z,trc-0017-api,api_gateway,31.74,200
2026-03-01T10:17:00Z,trc-0017-ord,order_service,38.23,200
2026-03-01T10:17:00Z,trc-0017-inv,inventory_service,46.11,200
